videoId, performerId, algorithm1, algorithm2, choice
155988,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,4,4
155988,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,4,1
155988,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,4,4
155988,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,3,2
155988,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,0,4
155988,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,3,4
155988,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,1,1
155988,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,2,1
155988,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,2,4
155988,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,3,1
155988,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,4,4
155988,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,3,0
155988,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,0,2
155988,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,1,1
155988,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,1,1
155988,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,0,0
155988,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,2,2
155988,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,1,1
155988,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,0,1
155988,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,2,2
151225,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,1,4
151225,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,4,4
151225,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,4,0
151225,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,0,0
151225,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,3,3
151225,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,2,1
151225,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,2,0
151225,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,1,3
151225,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,3,3
151225,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,0,0
151225,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,1,0
151225,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,2,3
151225,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,1,2
151225,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,0,4
151225,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,0,3
151225,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,4,4
151225,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,3,4
151225,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,2,4
151225,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,4,4
151225,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,3,3
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,1,1
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,3,3
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,1,4
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,2,3
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,3,1
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,4,4
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,0,3
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,3,4
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,4,4
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,2,4
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,4,4
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,4,4
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,2,1
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,2,2
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,1,1
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,0,1
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,1,1
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,0,4
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,3,3
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,0,2
613631,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,0,4
613631,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,2,3
613631,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,3,3
613631,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,4,4
613631,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,2,1
613631,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,2,0
613631,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,3,4
613631,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,1,4
613631,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,4,4
613631,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,1,3
613631,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,4,4
613631,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,0,3
613631,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,2,4
613631,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,1,0
613631,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,0,0
613631,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,3,3
613631,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,3,3
613631,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,0,0
613631,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,1,1
613631,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,4,4
28984,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,4,4
28984,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,3,4
28984,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,4,4
28984,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,3,3
28984,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,0,3
28984,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,4,4
28984,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,1,4
28984,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,0,0
28984,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,3,3
28984,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,0,0
28984,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,2,2
28984,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,2,2
28984,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,1,2
28984,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,1,0
28984,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,0,4
28984,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,1,3
28984,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,4,4
28984,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,2,2
28984,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,3,2
28984,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,2,4
639267,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,4,0
639267,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,2,2
639267,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,2,1
639267,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,1,0
639267,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,1,1
639267,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,3,3
639267,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,0,1
639267,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,4,3
639267,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,0,0
639267,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,3,1
639267,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,4,2
639267,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,1,1
639267,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,2,2
639267,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,3,3
639267,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,1,1
639267,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,2,2
639267,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,0,3
639267,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,4,1
639267,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,0,0
639267,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,3,0
1493,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,2,2
1493,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,0,1
1493,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,0,0
1493,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,1,1
1493,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,3,0
1493,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,4,1
1493,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,0,2
1493,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,2,3
1493,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,1,1
1493,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,0,0
1493,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,1,1
1493,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,1,1
1493,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,3,1
1493,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,2,0
1493,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,3,3
1493,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,2,1
1493,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,4,2
1493,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,4,3
1493,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,4,0
1493,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,3,3
155841,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,4,2
155841,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,2,2
155841,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,0,1
155841,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,3,0
155841,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,2,2
155841,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,3,2
155841,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,1,1
155841,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,1,1
155841,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,2,2
155841,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,2,2
155841,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,1,2
155841,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,3,1
155841,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,4,4
155841,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,4,1
155841,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,4,0
155841,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,0,0
155841,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,0,2
155841,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,1,1
155841,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,0,0
155841,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,3,4
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,3,3
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,1,1
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,2,4
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,4,4
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,0,3
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,3,4
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,3,3
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,2,3
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,1,1
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,0,4
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,3,1
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,4,4
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,4,4
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,1,4
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,2,0
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,1,0
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,2,1
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,4,4
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,0,0
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,0,0
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,3,4
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,4,4
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,4,3
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,0,2
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,1,0
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,0,3
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,1,2
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,3,3
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,2,3
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,4,4
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,3,3
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,2,2
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,1,3
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,1,4
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,2,4
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,0,4
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,4,2
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,3,3
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,0,0
630457,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,2,2
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,0,4
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,0,2
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,1,0
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,4,4
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,2,4
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,4,4
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,4,4
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,4,4
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,3,4
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,3,0
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,2,2
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,1,1
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,1,4
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,2,1
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,3,1
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,3,2
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,0,0
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,0,0
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,2,2
1885,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,1,1
611962,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,0,0
611962,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,3,0
611962,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,2,4
611962,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,3,3
611962,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,3,4
611962,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,1,0
611962,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,4,4
611962,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,0,0
611962,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,4,4
611962,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,0,0
611962,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,2,2
611962,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,2,0
611962,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,2,3
611962,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,1,2
611962,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,1,1
611962,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,0,4
611962,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,3,3
611962,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,1,4
611962,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,4,4
611962,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,4,4
617569,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,3,1
617569,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,0,2
617569,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,3,4
617569,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,2,2
617569,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,4,4
617569,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,2,0
617569,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,4,4
617569,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,1,0
617569,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,0,0
617569,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,0,0
617569,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,4,4
617569,user-f5591eb9-a0f4-429c-af10-eeb853341be4,2,3,2
617569,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,1,1
617569,user-f5591eb9-a0f4-429c-af10-eeb853341be4,4,2,4
617569,user-f5591eb9-a0f4-429c-af10-eeb853341be4,3,0,0
617569,user-f5591eb9-a0f4-429c-af10-eeb853341be4,1,2,1
617569,user-f5591eb9-a0f4-429c-af10-eeb853341be4,0,3,0
